page_start,date_of_occurrence,time_of_occurrence,reason_for_force,service_rendered,citizen_injured,citizen_influence_assessment,officer_injured,citizen_race,citizen_gender,notes,officer_involved,name_badge_number,badge_number,force_used_1,force_used_1_effective,force_used_2,force_used_2_effective,force_used_3,force_used_3_effective,force_used_4,force_used_4_effective,force_used_5,force_used_5_effective,force_used_6,force_used_6_effective,force_used_7,force_used_7_effective,force_used_8,force_used_8_effective,officer_name,id
34,2019-01-06T00:00:00Z,14:34:00,arrest charge,effecting an arrest,yes,normal,no,black,male,NA,incident_officer_3,holly hogan - 7971,7971,de-escalation techniques,no,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,holly hogan,34-2019-m
2409,2017-07-09T00:00:00Z,14:52:00,effect an arrest,effecting an arrest,yes,normal,no,white,male,NA,incident_officer_1,christopher watkins - 7942,7942,de-escalation techniques,no,empty hand control,yes,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,christopher watkins,2409-2017-m
3201,2018-10-08T00:00:00Z,21:12:00,non-compliance,call for service,yes,excited,no,black,male,NA,incident_officer_1,joshua seelye - 7319,7319,verbal directions,no,empty hand control,yes,hobble,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,joshua seelye,3201-2018-m
950,2019-03-28T00:00:00Z,12:34:00,other-explain in narrative,other,yes,other,no,white,male,All incident officers except for SWAT Team did not use force against involved citizen; criminal barricade declared,incident_officer_22,gary jaggers - 7977,7977,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gary jaggers,950-2019-m
1377,2019-05-17T00:00:00Z,14:55:00,resisting arrest,call for service,yes,excited,no,black,male,NA,incident_officer_1,katie gausepohl - 5027,5027,de-escalation techniques,no,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,katie gausepohl,1377-2019-m
3125,2017-08-27T00:00:00Z,14:26:00,active aggression,effecting an arrest,no,excited,no,white,male,NA,incident_officer_2,brian hamblen - 7202,7202,empty hand strikes,yes,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brian hamblen,3125-2017-m
1034,2018-03-30T00:00:00Z,04:30:00,resisting arrest,effecting an arrest,no,alcohol impaired,no,black,female,NA,incident_officer_2,lacey ezell - 7355,7355,empty hand control,no,take down,yes,de-escalation techniques,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,lacey ezell,1034-2018-m
3650,2018-11-21T00:00:00Z,17:30:00,effect an arrest,call for service,no,normal,no,black,male,NA,incident_officer_2,dontae booker - 7350,7350,knee strike(s),yes,verbal directions,no,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,dontae booker,3650-2018-m
3414,2018-10-27T00:00:00Z,21:00:00,resisting arrest,call for service,yes,other,no,black,male,NA,incident_officer_1,jorge soto-perez - 7881,7881,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jorge soto-perez,3414-2018-m
2682,2017-07-31T00:00:00Z,22:28:00,resisting arrest,self initiated,yes,normal,no,black,male,NA,incident_officer_2,tyler holland - 7949,7949,de-escalation techniques,no,verbal directions,no,empty hand strikes,yes,knee strike(s),yes,NA,NA,NA,NA,NA,NA,NA,NA,tyler holland,2682-2017-m
366,2019-02-05T00:00:00Z,23:07:00,effect an arrest,effecting an arrest,yes,alcohol impaired,yes,black,male,NA,incident_officer_4,james walsh - 5050,5050,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,james walsh,366-2019-m
4091,2018-12-19T00:00:00Z,10:46:00,suicide attempts,effecting an arrest,yes,emotionally disturbed,no,black,male,NA,incident_officer_1,dustin clem - 7377,7377,empty hand control,yes,empty hand strikes,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dustin clem,4091-2018-m
633,2019-03-01T00:00:00Z,21:26:00,failure to comply,self initiated,yes,emotionally disturbed,no,black,female,NA,incident_officer_2,noah straman - 5000,5000,empty hand control,yes,de-escalation techniques,no,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,noah straman,633-2019-m
3301,2018-10-16T00:00:00Z,20:36:00,resisting arrest,call for service,no,excited,no,black,male,NA,incident_officer_2,nicholas green - 5114,5114,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nicholas green,3301-2018-m
950,2019-03-28T00:00:00Z,12:34:00,other-explain in narrative,other,yes,other,no,white,male,All incident officers except for SWAT Team did not use force against involved citizen; criminal barricade declared,incident_officer_1,steven mantle - 7986,7986,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,steven mantle,950-2019-m
950,2019-03-28T00:00:00Z,12:34:00,other-explain in narrative,other,yes,other,no,white,male,All incident officers except for SWAT Team did not use force against involved citizen; criminal barricade declared,incident_officer_6,david ledbetter - 7792,7792,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,david ledbetter,950-2019-m
2320,2019-09-08T00:00:00Z,09:10:00,resisting arrest,call for service,yes,drug impaired,no,white,male,NA,incident_officer_1,galen hinshaw - 7204,7204,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,galen hinshaw,2320-2019-m
511,2019-02-19T00:00:00Z,17:16:00,resisting arrest,effecting an arrest,no,excited,yes,white,male,NA,incident_officer_2,allan elder - 2098,2098,empty hand control,yes,verbal directions,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,allan elder,511-2019-m
1841,2017-05-27T00:00:00Z,02:59:00,failure to comply,effecting an arrest,no,alcohol and drug impaired,yes,black,male,NA,incident_officer_2,taylor banks - 7293,7293,verbal directions,no,take down,yes,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taylor banks,1841-2017-m
3217,2017-09-06T00:00:00Z,20:58:00,resisting arrest,call for service,no,excited,yes,black,male,NA,incident_officer_1,esther ragan - 7343,7343,de-escalation techniques,no,verbal directions,no,take down,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,esther ragan,3217-2017-m
950,2019-03-28T00:00:00Z,12:34:00,other-explain in narrative,other,yes,other,no,white,male,All incident officers except for SWAT Team did not use force against involved citizen; criminal barricade declared,incident_officer_17,david haight jr - 2724,2724,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,david haight jr,950-2019-m
1291,2018-04-18T00:00:00Z,20:50:00,suicide attempts,call for service,yes,alcohol and drug impaired,no,white,male,NA,incident_officer_2,christopher mostek - 7340,7340,verbal directions,no,empty hand control,yes,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher mostek,1291-2018-m
2584,2018-08-09T00:00:00Z,03:20:00,assaulting officer,criminal investigation,yes,alcohol impaired,yes,white,male,NA,incident_officer_3,jeremy wright - 7386,7386,empty hand control,yes,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeremy wright,2584-2018-m
1156,2019-04-10T00:00:00Z,20:08:00,active aggression,crime in progress,no,NA,yes,black,male,NA,incident_officer_1,lytle atherton - 7037,7037,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lytle atherton,1156-2019-m
1311,2017-04-24T00:00:00Z,23:47:00,resisting arrest,call for service,yes,emotionally disturbed,no,white,female,NA,incident_officer_1,brent mattingly - 2053,2053,take down,yes,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brent mattingly,1311-2017-m
3979,2018-12-12T00:00:00Z,15:46:00,non-compliance,call for service,yes,normal,no,black,male,NA,incident_officer_1,alex dalton - 7473,7473,verbal directions,no,other (in narrative),yes,come-along,no,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,alex dalton,3979-2018-m
1754,2017-05-21T00:00:00Z,13:07:00,assaulting officer,effecting an arrest,yes,emotionally disturbed,yes,black,male,NA,incident_officer_1,bryan sacasas - 7453,7453,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bryan sacasas,1754-2017-m
3325,2017-09-12T00:00:00Z,08:58:00,active aggression,field interview contact,yes,other,yes,white,male,NA,incident_officer_1,sarah goff - 7079,7079,verbal directions,no,empty hand control,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sarah goff,3325-2017-m
1168,2018-04-09T00:00:00Z,22:56:00,active aggression,call for service,no,excited,no,white,male,NA,incident_officer_1,vaun brannock - 7426,7426,take down,yes,verbal directions,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vaun brannock,1168-2018-m
503,2019-02-19T00:00:00Z,13:23:00,effect an arrest,field interview contact,yes,excited,no,black,female,NA,incident_officer_1,kelly butler - 2403,2403,empty hand control,yes,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kelly butler,503-2019-m
2869,2019-11-09T00:00:00Z,00:45:00,resisting arrest,call for service,yes,excited,no,white,male,NA,incident_officer_1,christopher mostek - 7340,7340,verbal directions,no,take down,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher mostek,2869-2019-m
4458,2017-12-19T00:00:00Z,21:29:00,resisting arrest,warrant service,no,normal,no,other,male,NA,incident_officer_2,christopher bond - 7391,7391,verbal directions,no,take down,yes,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher bond,4458-2017-m
582,2018-02-17T00:00:00Z,22:21:00,resisting arrest,criminal investigation,no,emotionally disturbed,yes,black,male,NA,incident_officer_2,austin smith - 7417,7417,verbal directions,no,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,austin smith,582-2018-m
3059,2018-09-17T00:00:00Z,19:15:00,escape,call for service,yes,normal,no,white,male,NA,incident_officer_2,brian hamblen - 7202,7202,take down,yes,verbal directions,yes,de-escalation techniques,no,empty hand control,yes,come-along,no,NA,NA,NA,NA,NA,NA,brian hamblen,3059-2018-m
922,2018-03-19T00:00:00Z,17:45:00,resisting arrest,call for service,yes,alcohol impaired,no,hispanic,male,NA,incident_officer_3,adam moseley - 7485,7485,hobble,yes,take down,yes,de-escalation techniques,no,other (in narrative),yes,come-along,yes,verbal directions,no,NA,NA,NA,NA,adam moseley,922-2018-m
4137,2018-12-23T00:00:00Z,22:36:00,resisting arrest,traffic stop,yes,drug impaired,no,white,male,NA,incident_officer_1,austin smith - 7417,7417,empty hand control,yes,verbal directions,no,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,austin smith,4137-2018-m
246,2019-01-24T00:00:00Z,19:00:00,resisting arrest,effecting an arrest,yes,drug impaired,yes,white,male,NA,incident_officer_2,joshua doerr - 7196,7196,take down,no,verbal directions,no,empty hand control,yes,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,joshua doerr,246-2019-m
3763,2017-10-11T00:00:00Z,12:10:00,resisting arrest,call for service,no,excited,no,black,male,NA,incident_officer_1,timothy ellyson - 7008,7008,take down,no,empty hand strikes,yes,empty hand control,no,verbal directions,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,timothy ellyson,3763-2017-m
602,2019-02-27T00:00:00Z,11:00:00,assaulting citizen,mental inquest warrant,yes,emotionally disturbed,yes,white,male,NA,incident_officer_1,jaron skillman - 7497,7497,impact weapon,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jaron skillman,602-2019-m
3086,2017-08-22T00:00:00Z,18:57:00,effect an arrest,self initiated,yes,excited,yes,black,male,NA,incident_officer_1,joseph howell - 7046,7046,verbal directions,no,take down,yes,ecw cartridge deployed,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph howell,3086-2017-m
2450,2017-07-13T00:00:00Z,11:35:00,active aggression,call for service,yes,emotionally disturbed,yes,white,male,NA,incident_officer_1,charles rader - 7984,7984,verbal directions,no,empty hand control,no,empty hand strikes,no,take down,no,NA,NA,NA,NA,NA,NA,NA,NA,charles rader,2450-2017-m
1738,2018-05-21T00:00:00Z,03:50:00,resisting arrest,traffic stop,yes,excited,no,black,male,NA,incident_officer_2,jason pierson - 7957,7957,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jason pierson,1738-2018-m
3057,2019-12-05T00:00:00Z,03:00:00,effect an arrest,other,yes,alcohol impaired,yes,white,female,NA,incident_officer_2,jonah kiper - 7834,7834,de-escalation techniques,no,verbal directions,no,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,jonah kiper,3057-2019-m
4395,2017-12-12T00:00:00Z,16:35:00,effect an arrest,call for service,yes,excited,yes,white,male,NA,incident_officer_2,jonathan herring - 7082,7082,ecw cartridge deployed,yes,de-escalation techniques,no,verbal directions,no,empty hand strikes,no,empty hand control,no,NA,NA,NA,NA,NA,NA,jonathan herring,4395-2017-m
2623,2019-10-12T00:00:00Z,20:12:00,combative subject,call for service,yes,excited,no,white,male,NA,incident_officer_1,geoffrey doherty - 7474,7474,empty hand control,yes,verbal directions,no,hobble,yes,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,geoffrey doherty,2623-2019-m
4106,2017-11-17T00:00:00Z,16:00:00,effect an arrest,mental inquest warrant,yes,emotionally disturbed,yes,asian,male,NA,incident_officer_4,jasmine collins - 7469,7469,hobble,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jasmine collins,4106-2017-m
2487,2017-07-19T00:00:00Z,22:19:00,active aggression,call for service,yes,emotionally disturbed,yes,black,male,NA,incident_officer_2,cortez ernest - 7333,7333,verbal directions,no,empty hand strikes,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cortez ernest,2487-2017-m
2292,2017-06-27T00:00:00Z,01:44:00,failure to comply,self initiated,yes,alcohol impaired,no,white,male,NA,incident_officer_2,jeffrey bishop - 7111,7111,take down,yes,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeffrey bishop,2292-2017-m
261,2017-01-29T00:00:00Z,07:30:00,effect an arrest,effecting an arrest,yes,drug impaired,no,white,male,NA,incident_officer_4,eric mcdonald - 6456,6456,hobble,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eric mcdonald,261-2017-m
1820,2019-07-07T00:00:00Z,03:47:00,in defense of others,call for service,no,excited,yes,black,male,NA,incident_officer_1,dwaine durrett - 7384,7384,empty hand control,yes,empty hand strikes,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dwaine durrett,1820-2019-m
602,2019-02-27T00:00:00Z,11:00:00,assaulting citizen,mental inquest warrant,yes,emotionally disturbed,yes,white,male,NA,incident_officer_2,james martin - 7793,7793,take down,yes,empty hand control,yes,hobble,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,james martin,602-2019-m
3188,2017-08-31T00:00:00Z,02:48:00,effect an arrest,call for service,no,drug impaired,no,black,male,NA,incident_officer_2,chase allen - 7275,7275,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chase allen,3188-2017-m
1257,2018-04-16T00:00:00Z,12:19:00,attempting escape,call for service,yes,emotionally disturbed,yes,white,female,NA,incident_officer_3,jaron skillman - 7497,7497,empty hand control,yes,hobble,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jaron skillman,1257-2018-m
1606,2017-05-12T00:00:00Z,00:10:00,attempting escape,effecting an arrest,yes,excited,no,black,male,NA,incident_officer_3,tyler holland - 7949,7949,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyler holland,1606-2017-m
4189,2018-12-29T00:00:00Z,03:10:00,crowd control,effecting an arrest,yes,alcohol impaired,yes,black,male,NA,incident_officer_2,david thomas - 5168,5168,take down,yes,empty hand control,yes,verbal directions,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,david thomas,4189-2018-m
1738,2018-05-21T00:00:00Z,03:50:00,resisting arrest,traffic stop,yes,excited,no,black,male,NA,incident_officer_3,nicholas pedigo - 7413,7413,knee strike(s),yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nicholas pedigo,1738-2018-m
1289,2017-05-10T00:00:00Z,09:15:00,resisting arrest,effecting an arrest,yes,emotionally disturbed,no,black,male,NA,incident_officer_2,james calhoun - 2661,2661,take down,yes,verbal directions,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,james calhoun,1289-2017-m
2504,2017-07-21T00:00:00Z,15:15:00,resisting arrest,self initiated,yes,other,yes,black,male,NA,incident_officer_4,elizabeth lankford - 7666,7666,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elizabeth lankford,2504-2017-m
494,2018-02-10T00:00:00Z,00:10:00,resisting arrest,traffic stop,yes,alcohol and drug impaired,no,black,female,NA,incident_officer_1,wesley barton - 7069,7069,verbal directions,no,de-escalation techniques,no,hobble,yes,empty hand control,yes,take down,no,empty hand strikes,yes,NA,NA,NA,NA,wesley barton,494-2018-m
2406,2019-09-13T00:00:00Z,23:30:00,effect an arrest,call for service,yes,emotionally disturbed,yes,black,male,NA,incident_officer_2,brett mathis - 5123,5123,take down,no,ecw stun feature,yes,empty hand control,no,de-escalation techniques,no,verbal directions,no,NA,NA,NA,NA,NA,NA,brett mathis,2406-2019-m
2147,2017-06-15T00:00:00Z,16:40:00,effect an arrest,call for service,yes,drug impaired,no,white,male,NA,incident_officer_3,charles moore - 2093,2093,de-escalation techniques,no,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charles moore,2147-2017-m
3557,2017-09-26T00:00:00Z,22:37:00,combative subject,call for service,yes,alcohol impaired,no,black,female,NA,incident_officer_2,jeremy wright - 7386,7386,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeremy wright,3557-2017-m
3448,2017-09-18T00:00:00Z,20:09:00,effect an arrest,criminal investigation,yes,other,no,black,male,NA,incident_officer_1,matthew forbes - 7198,7198,empty hand control,yes,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew forbes,3448-2017-m
2730,2018-08-18T00:00:00Z,23:15:00,active aggression,effecting an arrest,yes,emotionally disturbed,yes,black,male,NA,incident_officer_2,jessica dickey - 5022,5022,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jessica dickey,2730-2018-m
1652,2018-05-15T00:00:00Z,14:58:00,effect an arrest,call for service,yes,normal,no,white,male,NA,incident_officer_1,derek hayes - 5032,5032,verbal directions,no,empty hand strikes,no,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,derek hayes,1652-2018-m
1644,2019-06-23T00:00:00Z,06:42:00,assaulting officer,call for service,no,alcohol and drug impaired,yes,white,male,NA,incident_officer_4,paul schweizer - 2670,2670,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paul schweizer,1644-2019-m
2020,2017-06-10T00:00:00Z,02:30:00,active aggression,effecting an arrest,yes,other,no,white,male,NA,incident_officer_1,bert delong - 2571,2571,empty hand control,no,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bert delong,2020-2017-m
3034,2017-08-20T00:00:00Z,18:00:00,attempting escape,call for service,yes,drug impaired,no,white,male,NA,incident_officer_1,joshua doerr - 7196,7196,de-escalation techniques,no,verbal directions,no,ecw cartridge deployed,no,come-along,yes,NA,NA,NA,NA,NA,NA,NA,NA,joshua doerr,3034-2017-m
3335,2017-09-14T00:00:00Z,11:04:00,resisting arrest,effecting an arrest,yes,excited,no,white,male,NA,incident_officer_2,carlyn alexander - 7461,7461,empty hand control,no,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carlyn alexander,3335-2017-m
1109,2018-04-05T00:00:00Z,17:12:00,effect an arrest,call for service,yes,emotionally disturbed,yes,white,female,NA,incident_officer_1,leslie ostrander - 7341,7341,empty hand control,no,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leslie ostrander,1109-2018-m
2934,2019-11-17T00:00:00Z,16:58:00,assaulting officer,call for service,yes,alcohol impaired,yes,white,male,Incident officers #2 and #3 reported no force used against involved citizen,incident_officer_1,christopher bond - 7391,7391,verbal directions,no,take down,yes,empty hand control,yes,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,christopher bond,2934-2019-m
